Location,Area (sqft),Bedrooms,Bathrooms,Parking Spaces,Age of Property (years),Floor,Total Floors,Furnishing,Property Type,Nearby Metro (Y/N),Price (Lakhs)
Marathahalli,2109,1,1,1,11,3,10,Fully-Furnished,Apartment,N,130.76
Indiranagar,2508,2,2,0,15,4,5,Semi-Furnished,Independent House,N,260.72
Malleswaram,2472,1,5,1,13,8,8,Semi-Furnished,Independent House,Y,159.75
Malleswaram,3054,1,4,0,14,3,7,Semi-Furnished,Apartment,Y,154.65
Jayanagar,3096,4,5,3,14,1,2,Fully-Furnished,Apartment,N,198.73
HSR Layout,1455,2,2,3,5,3,4,Fully-Furnished,Independent House,Y,78.7
BTM Layout,4870,5,4,0,21,1,2,Semi-Furnished,Apartment,N,214.46
Ulsoor,1247,1,5,0,22,3,10,Semi-Furnished,Independent House,Y,81.55
Malleswaram,3004,2,5,1,20,2,3,Unfurnished,Independent House,Y,149.57
Koramangala,3498,1,2,1,26,3,4,Unfurnished,Independent House,Y,301.18
Koramangala,2317,4,1,2,11,7,9,Semi-Furnished,Apartment,Y,130.0
Jayanagar,844,3,5,0,6,4,4,Fully-Furnished,Apartment,N,69.53
Electronic City,3591,5,1,3,26,2,10,Unfurnished,Apartment,N,202.23
Whitefield,2962,1,2,3,4,6,6,Semi-Furnished,Independent House,Y,178.76
Electronic City,3357,5,1,3,8,2,6,Fully-Furnished,Apartment,N,162.48
Ulsoor,1203,4,5,0,25,2,7,Fully-Furnished,Independent House,Y,95.5
Jayanagar,3213,2,2,3,16,9,9,Fully-Furnished,Apartment,Y,267.3
Malleshwaram,1644,3,2,0,15,1,7,Fully-Furnished,Independent House,Y,164.55
Rajajinagar,1366,5,5,0,6,1,2,Semi-Furnished,Independent House,Y,70.25
Sarjapur Road,4999,2,3,1,6,5,5,Fully-Furnished,Apartment,N,236.23
Malleshwaram,2142,5,3,2,13,9,9,Unfurnished,Apartment,N,208.86
Electronic City,2221,1,1,3,24,3,5,Unfurnished,Apartment,Y,128.65
Bannerghatta Road,1056,1,4,1,29,1,1,Fully-Furnished,Independent House,Y,76.71
Kengeri,1711,1,4,2,15,1,1,Unfurnished,Apartment,Y,94.79
Jayanagar,1573,5,5,1,13,1,1,Semi-Furnished,Independent House,Y,96.94
JP Nagar,1551,3,1,0,25,1,2,Unfurnished,Apartment,Y,105.02
Marathahalli,4607,5,4,2,20,4,5,Fully-Furnished,Apartment,Y,345.29
Ulsoor,2608,3,2,3,0,2,7,Fully-Furnished,Apartment,Y,112.79
Malleshwaram,731,4,1,3,6,6,6,Unfurnished,Independent House,Y,51.1
Whitefield,3361,3,1,2,10,2,6,Fully-Furnished,Independent House,Y,176.33
Electronic City,1492,1,1,0,26,8,10,Fully-Furnished,Independent House,N,113.27
Marathahalli,4869,3,1,2,6,3,3,Semi-Furnished,Independent House,N,363.2
Hebbal,1128,4,3,0,3,2,2,Semi-Furnished,Apartment,Y,51.47
Yelahanka,788,2,4,1,15,2,3,Fully-Furnished,Independent House,Y,49.35
Koramangala,2805,3,3,3,16,1,1,Semi-Furnished,Apartment,Y,189.69
HSR Layout,4445,2,1,2,3,1,3,Fully-Furnished,Independent House,N,237.28
Malleswaram,1773,1,4,2,9,6,7,Semi-Furnished,Apartment,N,138.67
Bannerghatta Road,3885,5,5,2,2,1,1,Unfurnished,Independent House,Y,159.8
Kengeri,2395,5,2,1,29,5,10,Unfurnished,Independent House,Y,123.81
Rajajinagar,4371,4,1,1,24,2,3,Semi-Furnished,Independent House,N,281.99
Ulsoor,3312,5,2,0,19,2,9,Semi-Furnished,Apartment,Y,205.96
Koramangala,3685,1,2,2,28,3,3,Fully-Furnished,Apartment,N,216.28
Jayanagar,2784,4,1,2,9,1,1,Fully-Furnished,Apartment,N,258.4
Koramangala,1463,5,5,2,24,3,4,Unfurnished,Independent House,N,88.0
Indiranagar,2917,2,5,0,13,3,9,Semi-Furnished,Independent House,Y,172.51
HSR Layout,620,3,5,3,24,1,3,Unfurnished,Apartment,Y,25.83
HSR Layout,1400,5,5,1,22,1,1,Fully-Furnished,Independent House,N,102.34
Basavanagudi,4050,1,3,0,27,5,6,Unfurnished,Independent House,N,260.99
Sarjapur Road,4145,4,2,3,7,4,8,Fully-Furnished,Independent House,Y,240.34
Sarjapur Road,761,1,3,0,9,3,9,Semi-Furnished,Independent House,Y,58.93
Rajajinagar,3907,4,5,3,18,3,4,Unfurnished,Independent House,N,251.89
Marathahalli,2796,4,3,0,27,3,4,Unfurnished,Apartment,Y,198.58
Ulsoor,2087,4,2,2,24,2,5,Unfurnished,Apartment,Y,125.22
Ulsoor,1747,5,2,3,4,6,6,Fully-Furnished,Apartment,N,125.76
Basavanagudi,936,2,5,1,8,1,1,Semi-Furnished,Apartment,N,42.12
Malleswaram,1858,3,4,2,25,3,3,Semi-Furnished,Apartment,N,105.88
Ulsoor,3301,2,3,2,7,6,8,Unfurnished,Apartment,N,168.14
HSR Layout,1170,4,2,1,8,5,7,Fully-Furnished,Independent House,Y,85.34
Rajajinagar,934,2,2,2,27,6,8,Semi-Furnished,Apartment,Y,69.25
Basavanagudi,2277,5,4,3,5,4,4,Semi-Furnished,Independent House,N,108.19
Whitefield,4424,5,4,2,21,1,1,Semi-Furnished,Apartment,Y,346.28
Jayanagar,2494,3,1,3,23,1,2,Fully-Furnished,Apartment,Y,225.66
HSR Layout,1971,4,3,1,17,5,8,Semi-Furnished,Apartment,N,105.5
Kengeri,4544,3,4,3,29,1,9,Fully-Furnished,Apartment,N,297.55
Marathahalli,2815,3,4,2,27,3,10,Unfurnished,Independent House,Y,134.43
JP Nagar,1878,4,4,0,22,8,9,Fully-Furnished,Independent House,Y,100.77
HSR Layout,3486,5,2,3,30,1,1,Unfurnished,Apartment,N,220.39
JP Nagar,3368,4,4,3,19,3,4,Semi-Furnished,Apartment,Y,175.77
Indiranagar,4192,5,2,2,20,5,5,Semi-Furnished,Apartment,Y,240.76
Marathahalli,3509,2,2,1,21,1,2,Semi-Furnished,Independent House,Y,186.66
Jayanagar,2701,4,2,1,0,3,4,Semi-Furnished,Independent House,Y,218.69
Koramangala,2884,1,2,0,24,4,5,Unfurnished,Apartment,Y,154.67
Malleshwaram,4195,4,5,0,20,6,6,Semi-Furnished,Independent House,Y,420.85
HSR Layout,3896,1,5,1,5,1,2,Unfurnished,Independent House,N,228.53
Malleshwaram,4598,3,3,2,17,5,8,Unfurnished,Independent House,N,394.28
Whitefield,2873,5,1,1,19,1,8,Unfurnished,Apartment,N,205.48
Yelahanka,2692,5,2,2,16,5,7,Unfurnished,Independent House,N,212.97
Whitefield,4985,4,5,1,1,7,9,Fully-Furnished,Apartment,Y,258.64
BTM Layout,1037,5,3,0,8,2,2,Fully-Furnished,Independent House,N,50.41
JP Nagar,2749,1,3,0,29,1,1,Semi-Furnished,Apartment,N,195.26
Yelahanka,2600,2,4,0,14,3,8,Unfurnished,Independent House,N,131.43
Marathahalli,1153,2,2,0,29,6,9,Semi-Furnished,Apartment,N,56.3
Jayanagar,1185,3,1,2,8,1,1,Fully-Furnished,Independent House,Y,105.18
Electronic City,2155,1,2,2,0,3,7,Unfurnished,Independent House,Y,153.08
Marathahalli,2172,2,2,1,26,2,7,Unfurnished,Apartment,Y,162.42
Rajajinagar,1580,5,4,2,21,2,8,Fully-Furnished,Apartment,N,110.53
Kengeri,2592,5,3,3,13,1,3,Unfurnished,Independent House,N,195.01
Yelahanka,1439,1,3,3,23,2,3,Fully-Furnished,Apartment,Y,90.87
Sarjapur Road,3036,2,1,0,9,1,5,Unfurnished,Independent House,N,188.49
HSR Layout,3272,4,2,0,21,2,9,Semi-Furnished,Apartment,N,178.3
JP Nagar,2306,1,1,0,19,5,6,Semi-Furnished,Apartment,N,155.71
Malleshwaram,1408,2,3,0,14,2,8,Unfurnished,Independent House,Y,97.22
Ulsoor,805,5,5,3,24,3,9,Fully-Furnished,Independent House,N,37.62
Basavanagudi,3500,1,2,2,14,3,5,Unfurnished,Independent House,N,190.57
HSR Layout,4181,2,4,3,0,1,10,Fully-Furnished,Independent House,N,229.97
Ulsoor,2494,4,5,1,16,1,1,Semi-Furnished,Apartment,N,193.31
BTM Layout,1466,5,3,3,2,2,7,Semi-Furnished,Independent House,N,115.17
HSR Layout,1917,5,5,0,2,4,6,Fully-Furnished,Independent House,N,101.27
Malleshwaram,4768,2,1,3,12,4,9,Unfurnished,Independent House,Y,303.25
JP Nagar,4258,5,1,1,25,1,3,Fully-Furnished,Apartment,N,175.23
Basavanagudi,3001,2,2,3,25,2,4,Semi-Furnished,Apartment,N,143.83
Indiranagar,2294,4,5,0,12,1,1,Fully-Furnished,Independent House,N,174.52
Yelahanka,3343,2,1,1,10,1,1,Unfurnished,Independent House,N,174.64
Basavanagudi,4836,5,1,2,19,1,7,Unfurnished,Apartment,N,378.74
JP Nagar,2733,5,4,2,15,1,10,Unfurnished,Independent House,N,208.67
Sarjapur Road,1909,5,5,3,17,4,5,Unfurnished,Independent House,N,148.32
Marathahalli,2519,2,1,1,11,7,7,Fully-Furnished,Independent House,N,143.34
HSR Layout,2562,1,2,2,20,7,7,Unfurnished,Independent House,Y,167.97
JP Nagar,4296,2,5,1,10,1,1,Semi-Furnished,Independent House,Y,292.16
Electronic City,2078,4,5,1,13,4,8,Semi-Furnished,Independent House,N,124.27
Hebbal,3421,2,1,3,28,2,8,Semi-Furnished,Independent House,Y,185.61
BTM Layout,2439,5,5,0,15,3,6,Semi-Furnished,Independent House,Y,97.98
BTM Layout,2911,5,4,0,29,9,10,Semi-Furnished,Independent House,Y,197.57
Hebbal,799,3,4,1,5,6,6,Unfurnished,Apartment,Y,47.8
Jayanagar,1870,5,1,0,4,1,3,Unfurnished,Independent House,N,161.55
Basavanagudi,1879,3,1,3,12,4,8,Unfurnished,Independent House,N,109.85
Yelahanka,1562,1,2,2,25,1,7,Fully-Furnished,Independent House,Y,90.38
Marathahalli,2398,2,5,2,12,1,2,Semi-Furnished,Independent House,Y,133.01
Bannerghatta Road,3006,1,5,3,6,3,4,Semi-Furnished,Independent House,N,221.16
Hebbal,1095,4,2,2,14,1,8,Fully-Furnished,Independent House,Y,86.96
Malleswaram,4642,1,2,0,2,6,7,Unfurnished,Independent House,N,203.98
Koramangala,1760,1,4,0,26,3,4,Semi-Furnished,Apartment,N,92.14
Marathahalli,3567,5,1,3,25,5,5,Fully-Furnished,Apartment,Y,157.88
HSR Layout,1268,3,2,2,7,3,4,Semi-Furnished,Apartment,Y,69.07
Whitefield,1265,5,5,0,30,1,4,Unfurnished,Apartment,N,76.82
Rajajinagar,4695,5,1,1,27,1,10,Fully-Furnished,Independent House,N,280.89
Basavanagudi,3177,5,5,1,12,4,6,Semi-Furnished,Independent House,Y,242.17
Koramangala,4858,1,4,2,20,1,3,Semi-Furnished,Apartment,Y,433.86
Electronic City,1606,5,5,0,26,1,4,Fully-Furnished,Independent House,Y,124.74
Rajajinagar,4873,3,2,2,9,7,8,Fully-Furnished,Independent House,N,215.37
Basavanagudi,1519,4,5,0,25,2,8,Semi-Furnished,Apartment,N,116.99
BTM Layout,1943,5,4,3,24,1,10,Semi-Furnished,Apartment,N,152.68
BTM Layout,3097,4,1,2,16,1,1,Unfurnished,Independent House,N,181.88
Hebbal,2115,1,4,1,30,6,6,Fully-Furnished,Independent House,N,132.41
Ulsoor,2508,3,4,0,8,1,2,Unfurnished,Apartment,N,178.15
Hebbal,3523,4,1,2,8,3,3,Semi-Furnished,Apartment,Y,243.53
Whitefield,694,1,4,2,18,5,10,Unfurnished,Apartment,N,30.72
Bannerghatta Road,4964,1,2,3,1,3,4,Unfurnished,Independent House,Y,259.63
Koramangala,3761,2,4,3,7,2,5,Unfurnished,Independent House,Y,307.66
Basavanagudi,4205,4,3,2,18,2,7,Semi-Furnished,Independent House,Y,309.54
Kengeri,2144,3,4,3,6,3,3,Semi-Furnished,Independent House,Y,133.47
Electronic City,4222,4,4,2,20,2,8,Unfurnished,Apartment,Y,331.95
Basavanagudi,2853,2,3,3,9,8,9,Fully-Furnished,Independent House,Y,184.63
Electronic City,1620,4,2,0,2,4,5,Semi-Furnished,Apartment,N,105.88
Rajajinagar,3942,3,4,1,13,1,2,Semi-Furnished,Independent House,N,166.67
Malleshwaram,2700,3,4,1,23,1,2,Semi-Furnished,Independent House,N,216.44
Ulsoor,3787,1,4,3,16,1,1,Unfurnished,Apartment,Y,201.28
Ulsoor,4119,5,3,3,10,2,5,Semi-Furnished,Apartment,Y,178.1
Malleshwaram,2736,3,4,0,11,2,10,Fully-Furnished,Independent House,N,144.12
JP Nagar,4937,5,4,0,18,4,6,Unfurnished,Independent House,Y,246.88
Jayanagar,3088,1,5,0,29,2,3,Unfurnished,Independent House,Y,179.84
Kengeri,2496,1,1,0,8,4,10,Unfurnished,Independent House,Y,111.43
BTM Layout,2282,5,4,2,15,2,4,Fully-Furnished,Independent House,Y,151.51
Ulsoor,3633,2,3,0,14,1,1,Unfurnished,Independent House,Y,245.57
Yelahanka,2158,2,5,1,20,8,10,Unfurnished,Apartment,Y,103.41
JP Nagar,1822,2,1,0,11,4,5,Unfurnished,Apartment,N,112.15
HSR Layout,3131,5,2,3,19,7,7,Semi-Furnished,Independent House,Y,141.19
Sarjapur Road,1675,5,2,1,16,9,10,Semi-Furnished,Apartment,Y,87.04
Bannerghatta Road,3070,1,4,2,15,3,7,Fully-Furnished,Independent House,N,236.11
Malleshwaram,2351,2,5,3,2,2,3,Unfurnished,Apartment,N,192.11
Marathahalli,2156,3,1,2,26,3,7,Fully-Furnished,Apartment,N,126.84
Sarjapur Road,4867,4,2,0,6,2,3,Fully-Furnished,Independent House,Y,374.24
Bannerghatta Road,709,2,5,1,15,5,10,Semi-Furnished,Independent House,N,30.67
Yelahanka,2285,3,5,2,2,1,6,Unfurnished,Apartment,N,127.97
Marathahalli,1715,5,1,1,7,5,8,Unfurnished,Independent House,N,114.03
Basavanagudi,3282,3,4,2,5,1,5,Unfurnished,Apartment,Y,227.4
Sarjapur Road,3475,1,3,3,18,2,2,Semi-Furnished,Independent House,Y,176.48
Basavanagudi,1436,4,3,2,5,6,7,Unfurnished,Apartment,Y,88.94
Bellandur,3181,4,1,2,15,1,3,Fully-Furnished,Apartment,Y,206.31
Bannerghatta Road,3305,4,3,3,2,5,8,Semi-Furnished,Apartment,N,179.98
Sarjapur Road,1321,5,4,2,6,1,1,Semi-Furnished,Apartment,N,69.47
Kengeri,1116,4,3,1,12,9,9,Semi-Furnished,Independent House,N,71.76
Electronic City,1296,4,1,3,30,3,7,Fully-Furnished,Independent House,N,76.44
Indiranagar,3485,4,3,1,18,7,7,Semi-Furnished,Apartment,N,342.4
Malleshwaram,3784,2,4,0,27,1,2,Unfurnished,Independent House,N,289.97
Bannerghatta Road,3113,5,1,2,6,5,9,Semi-Furnished,Independent House,N,131.06
Basavanagudi,2377,5,5,1,0,8,8,Semi-Furnished,Apartment,Y,116.38
HSR Layout,1906,1,4,3,30,1,1,Fully-Furnished,Apartment,N,135.87
Bannerghatta Road,4518,2,3,2,9,1,5,Semi-Furnished,Independent House,N,316.81
Jayanagar,1192,2,1,0,23,4,6,Fully-Furnished,Independent House,Y,82.74
Basavanagudi,4063,5,5,1,10,1,2,Unfurnished,Independent House,N,237.55
BTM Layout,2107,2,1,0,27,1,1,Unfurnished,Apartment,Y,163.27
Basavanagudi,2349,5,5,2,28,6,7,Semi-Furnished,Independent House,Y,178.8
Yelahanka,1253,2,2,2,23,1,2,Fully-Furnished,Apartment,N,51.79
Bellandur,1004,2,3,0,13,8,10,Fully-Furnished,Apartment,Y,73.06
Jayanagar,3150,2,5,0,18,4,6,Fully-Furnished,Independent House,Y,231.34
Whitefield,2442,3,2,1,22,8,8,Semi-Furnished,Apartment,N,99.8
Yelahanka,4179,2,4,3,22,2,7,Unfurnished,Independent House,N,307.73
Bellandur,4663,4,5,3,28,1,8,Semi-Furnished,Apartment,N,244.24
Hebbal,3056,1,4,3,17,8,8,Semi-Furnished,Apartment,N,138.57
HSR Layout,4605,1,3,1,30,3,5,Semi-Furnished,Apartment,Y,200.91
Malleswaram,4784,3,5,0,26,3,3,Fully-Furnished,Apartment,Y,197.34
Bannerghatta Road,2852,5,4,2,27,1,1,Fully-Furnished,Independent House,N,149.25
Yelahanka,2982,1,2,1,10,2,2,Semi-Furnished,Independent House,Y,209.18
Basavanagudi,4790,5,5,1,26,2,3,Unfurnished,Apartment,N,256.31
Yelahanka,2647,2,3,2,20,2,2,Fully-Furnished,Independent House,Y,106.83
Ulsoor,3728,4,2,3,19,4,5,Semi-Furnished,Apartment,N,171.75
Electronic City,872,3,5,3,0,8,9,Semi-Furnished,Independent House,N,59.58
Electronic City,3038,1,1,1,30,7,9,Unfurnished,Independent House,Y,151.24
Koramangala,3006,1,5,3,12,2,2,Fully-Furnished,Independent House,N,174.13
Malleshwaram,682,3,2,2,30,4,8,Fully-Furnished,Apartment,N,50.59
Koramangala,1028,1,2,2,20,1,2,Semi-Furnished,Independent House,Y,104.8
Bannerghatta Road,2185,5,2,0,26,2,10,Fully-Furnished,Apartment,N,111.96
HSR Layout,1420,1,4,0,8,1,2,Fully-Furnished,Apartment,N,73.73
Hebbal,3695,3,2,0,8,2,5,Fully-Furnished,Independent House,Y,187.32
Bannerghatta Road,1920,3,3,2,22,1,1,Fully-Furnished,Independent House,Y,149.46
Indiranagar,3993,2,5,2,20,1,5,Unfurnished,Apartment,Y,219.35
Whitefield,1277,3,3,3,4,3,6,Semi-Furnished,Apartment,N,59.68
Indiranagar,3439,1,1,3,7,3,5,Semi-Furnished,Independent House,N,283.04
Koramangala,1110,4,3,1,17,4,5,Unfurnished,Apartment,Y,59.0
Kengeri,1161,3,1,2,27,2,4,Semi-Furnished,Apartment,N,61.57
Jayanagar,2977,1,4,0,17,1,1,Fully-Furnished,Apartment,Y,204.0
Bannerghatta Road,4005,1,4,0,29,4,5,Fully-Furnished,Independent House,N,294.32
Sarjapur Road,2093,2,1,2,21,2,8,Unfurnished,Independent House,Y,133.28
Whitefield,3584,4,5,3,6,6,9,Unfurnished,Apartment,Y,209.78
Koramangala,3960,2,5,2,2,1,2,Fully-Furnished,Independent House,Y,231.98
Koramangala,3015,2,3,0,9,1,1,Fully-Furnished,Independent House,N,182.26
Hebbal,1261,2,2,3,2,2,7,Unfurnished,Apartment,N,54.16
Marathahalli,1922,4,3,1,3,3,7,Unfurnished,Apartment,Y,153.43
Ulsoor,1754,4,3,1,1,1,1,Semi-Furnished,Independent House,Y,131.99
Basavanagudi,1198,4,5,0,10,8,9,Fully-Furnished,Apartment,N,48.84
Malleswaram,1041,3,5,0,13,1,2,Unfurnished,Apartment,Y,82.05
Rajajinagar,4280,2,5,1,17,2,3,Unfurnished,Independent House,Y,288.0
Malleswaram,2893,5,1,3,6,3,3,Unfurnished,Apartment,N,167.87
Bannerghatta Road,4443,4,5,2,27,3,6,Unfurnished,Independent House,Y,190.49
BTM Layout,1410,2,4,0,12,1,2,Unfurnished,Apartment,Y,112.78
Rajajinagar,1872,1,1,2,9,1,1,Unfurnished,Apartment,N,126.42
Kengeri,785,3,4,3,0,3,10,Semi-Furnished,Apartment,N,43.64
Bellandur,1230,5,3,1,2,1,2,Semi-Furnished,Apartment,Y,50.06
Ulsoor,2280,1,5,3,15,3,6,Unfurnished,Independent House,Y,161.71
BTM Layout,3257,1,1,2,12,7,9,Semi-Furnished,Apartment,Y,165.3
Koramangala,3644,1,3,0,2,1,3,Unfurnished,Independent House,N,374.6
Koramangala,3459,1,4,1,1,7,9,Semi-Furnished,Apartment,Y,314.91
Electronic City,2695,4,1,0,14,4,9,Fully-Furnished,Independent House,N,127.04
BTM Layout,2289,3,5,1,10,1,1,Fully-Furnished,Apartment,N,110.26
Koramangala,4756,5,1,1,23,3,8,Unfurnished,Apartment,N,287.13
Whitefield,1541,5,5,2,25,1,3,Unfurnished,Independent House,Y,79.02
Bannerghatta Road,4435,1,3,1,30,4,5,Unfurnished,Apartment,N,319.44
Yelahanka,2573,4,4,3,11,3,3,Unfurnished,Independent House,N,109.4
JP Nagar,3703,5,3,2,14,3,6,Fully-Furnished,Independent House,Y,193.47
Hebbal,4319,3,1,3,23,5,6,Unfurnished,Independent House,Y,207.15
HSR Layout,2353,2,2,1,23,3,5,Fully-Furnished,Apartment,N,170.62
Koramangala,3802,2,3,2,25,4,5,Unfurnished,Independent House,N,391.62
JP Nagar,4630,5,2,0,10,2,3,Fully-Furnished,Independent House,Y,354.04
Sarjapur Road,3515,3,4,1,27,4,4,Semi-Furnished,Independent House,N,238.63
Hebbal,3353,3,4,1,27,5,5,Fully-Furnished,Apartment,N,143.38
Sarjapur Road,4430,3,3,0,17,2,9,Semi-Furnished,Apartment,N,306.38
Whitefield,1257,4,4,1,9,3,7,Unfurnished,Apartment,Y,59.95
Marathahalli,4225,5,2,3,10,2,9,Fully-Furnished,Independent House,N,181.08
JP Nagar,872,1,5,1,9,3,3,Fully-Furnished,Independent House,Y,37.19
JP Nagar,1615,3,3,0,13,4,9,Fully-Furnished,Independent House,Y,68.01
Yelahanka,2230,5,1,1,17,1,1,Unfurnished,Apartment,N,124.69
Sarjapur Road,855,2,4,3,4,7,10,Fully-Furnished,Apartment,N,62.23
Kengeri,2264,5,3,2,28,5,6,Unfurnished,Apartment,Y,124.09
Marathahalli,2566,4,4,2,26,5,7,Fully-Furnished,Independent House,Y,155.96
JP Nagar,624,1,4,0,27,1,10,Semi-Furnished,Apartment,Y,30.29
Bellandur,4624,4,1,3,25,2,5,Fully-Furnished,Apartment,N,271.5
JP Nagar,3579,3,5,1,10,3,3,Semi-Furnished,Apartment,Y,222.3
Hebbal,827,2,2,0,28,3,9,Unfurnished,Apartment,N,55.87
Indiranagar,3800,5,3,2,9,4,7,Unfurnished,Apartment,Y,350.39
Yelahanka,4388,4,2,0,7,3,8,Unfurnished,Independent House,N,264.42
Bellandur,1454,2,1,1,3,1,5,Semi-Furnished,Independent House,Y,66.09
Malleswaram,1648,1,3,2,3,1,5,Fully-Furnished,Apartment,N,72.24
HSR Layout,4757,4,1,1,1,1,2,Semi-Furnished,Apartment,N,279.62
Sarjapur Road,4880,1,2,2,3,2,2,Unfurnished,Apartment,N,286.17
Yelahanka,3452,3,4,2,22,3,9,Fully-Furnished,Apartment,Y,182.66
Bellandur,2429,5,1,1,18,3,6,Unfurnished,Apartment,N,173.9
Hebbal,2656,1,4,1,16,5,5,Semi-Furnished,Independent House,Y,143.3
Bellandur,4329,5,2,3,11,4,6,Semi-Furnished,Independent House,Y,311.98
Sarjapur Road,3317,5,4,0,5,7,9,Unfurnished,Independent House,N,177.97
Sarjapur Road,4619,3,3,2,7,4,6,Fully-Furnished,Apartment,Y,210.99
Bannerghatta Road,4279,3,4,0,14,4,7,Unfurnished,Apartment,Y,213.11
Hebbal,4401,2,3,3,21,4,7,Unfurnished,Independent House,Y,200.4
Bellandur,3878,4,5,1,23,2,8,Semi-Furnished,Independent House,N,191.93
Hebbal,2776,4,2,3,10,1,8,Unfurnished,Apartment,N,130.33
Basavanagudi,610,5,3,3,27,1,6,Fully-Furnished,Apartment,N,42.91
Bannerghatta Road,1712,4,3,3,26,1,5,Unfurnished,Apartment,N,93.04
Sarjapur Road,3014,1,5,0,7,4,5,Unfurnished,Independent House,N,145.75
Rajajinagar,3202,5,3,1,27,4,5,Semi-Furnished,Apartment,N,222.28
Whitefield,3008,4,3,1,5,10,10,Fully-Furnished,Independent House,N,158.64
Hebbal,1881,3,2,3,8,1,4,Semi-Furnished,Independent House,N,103.62
Malleswaram,2433,5,2,3,12,4,6,Semi-Furnished,Independent House,N,148.92
Malleswaram,724,2,1,3,3,2,2,Unfurnished,Apartment,Y,39.82
Yelahanka,2115,1,3,1,1,3,5,Fully-Furnished,Apartment,N,85.3
Whitefield,1336,4,4,1,8,8,8,Fully-Furnished,Independent House,Y,82.23
Indiranagar,4134,4,1,3,28,3,7,Fully-Furnished,Apartment,Y,284.11
Bannerghatta Road,2170,1,5,3,3,1,4,Unfurnished,Apartment,Y,170.1
Indiranagar,2676,5,3,1,9,2,8,Semi-Furnished,Apartment,Y,197.66
Ulsoor,687,4,3,1,29,5,9,Fully-Furnished,Apartment,Y,38.23
Bellandur,3281,4,3,3,11,7,9,Fully-Furnished,Apartment,Y,226.97
Malleswaram,4411,3,5,2,27,6,10,Unfurnished,Independent House,Y,186.66
Yelahanka,1198,5,5,3,16,1,2,Semi-Furnished,Apartment,N,62.1
Malleswaram,3712,5,3,2,25,2,2,Unfurnished,Apartment,N,290.78
Whitefield,2581,5,4,0,24,2,2,Unfurnished,Apartment,Y,186.97
Malleshwaram,4941,3,3,3,16,3,8,Unfurnished,Apartment,N,276.74
Malleshwaram,3995,1,5,1,7,1,3,Semi-Furnished,Apartment,N,318.04
Electronic City,804,2,1,2,25,1,1,Fully-Furnished,Apartment,Y,54.13
Kengeri,1690,3,1,3,29,6,10,Semi-Furnished,Independent House,Y,102.21
Marathahalli,3716,1,2,1,20,5,7,Fully-Furnished,Independent House,N,157.35
Indiranagar,4728,1,3,1,22,4,6,Semi-Furnished,Apartment,N,441.51
Marathahalli,2168,3,2,2,22,2,9,Semi-Furnished,Apartment,Y,144.68
Yelahanka,3754,5,3,0,0,2,6,Semi-Furnished,Apartment,Y,186.01
Koramangala,4229,1,5,1,24,1,1,Fully-Furnished,Independent House,Y,363.41
Hebbal,2042,1,1,1,29,1,10,Fully-Furnished,Apartment,Y,85.54
HSR Layout,1002,1,3,3,7,9,9,Fully-Furnished,Independent House,N,67.29
HSR Layout,4301,2,5,1,7,4,7,Unfurnished,Apartment,N,296.63
Rajajinagar,1851,3,4,3,30,1,2,Fully-Furnished,Apartment,Y,144.06
Jayanagar,1312,5,5,2,4,3,3,Semi-Furnished,Independent House,Y,76.91
Malleshwaram,3809,4,5,3,11,1,9,Semi-Furnished,Independent House,N,227.5
Yelahanka,1502,2,1,1,23,8,9,Fully-Furnished,Independent House,N,62.36
Rajajinagar,2920,2,4,1,14,1,1,Fully-Furnished,Apartment,Y,228.09
Indiranagar,3502,3,1,0,2,2,7,Semi-Furnished,Independent House,N,343.16
Ulsoor,1626,2,4,1,17,2,2,Unfurnished,Independent House,N,73.37
Rajajinagar,665,2,2,0,11,1,1,Unfurnished,Apartment,N,44.61
Bellandur,4611,1,3,1,26,1,9,Semi-Furnished,Apartment,Y,257.3
Sarjapur Road,2204,2,1,3,4,5,10,Unfurnished,Independent House,Y,156.77
HSR Layout,4129,4,4,0,11,3,10,Unfurnished,Independent House,N,268.23
Koramangala,4764,3,1,2,6,3,4,Unfurnished,Apartment,N,365.72
Whitefield,2503,2,3,0,28,1,10,Semi-Furnished,Independent House,N,147.38
Marathahalli,1965,4,1,1,19,3,3,Unfurnished,Apartment,N,83.18
Malleshwaram,4017,5,1,2,29,4,10,Unfurnished,Independent House,N,213.39
Basavanagudi,1811,5,4,2,16,1,7,Unfurnished,Apartment,N,120.06
BTM Layout,4485,2,3,3,14,1,3,Unfurnished,Independent House,Y,358.3
Bellandur,4573,2,5,1,5,1,1,Fully-Furnished,Independent House,N,220.11
Yelahanka,2597,5,3,1,4,2,4,Unfurnished,Independent House,Y,160.07
Yelahanka,4008,5,2,0,17,6,8,Unfurnished,Independent House,N,265.54
Electronic City,2459,5,5,2,20,1,1,Unfurnished,Apartment,Y,130.89
HSR Layout,3407,1,5,3,28,3,3,Semi-Furnished,Apartment,Y,270.13
Malleswaram,1449,1,5,0,4,3,3,Semi-Furnished,Apartment,Y,111.34
Hebbal,4639,1,3,0,13,4,8,Semi-Furnished,Apartment,Y,201.95
Rajajinagar,3138,4,3,1,28,1,8,Fully-Furnished,Apartment,N,146.02
Koramangala,4638,3,4,2,26,4,6,Semi-Furnished,Apartment,N,465.14
